"smiles","NAME_","F","pref_target_name"
[H]c1c([H])c([H])c(c(c1[H])n1c(c([H])c(C2([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])n1)c1c([H])c([H])c(c([H])c1[H])[Cl])OC([H])([H])[H],CHEMBL4279774,36.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])n1c(c([H])c(C2([H])C([H])([H])C([H])([H])N(C([H])([H])C2([H])[H])S(C([H])([H])[H])(=O)=O)n1)c1c([H])c([H])c(c([H])c1[H])[Cl])OC([H])([H])[H],CHEMBL2031195,42.5,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])n1c(c2c([H])c([H])c(c([H])c2[H])[Cl])c2c(C(N(C(C([H])([H])[H])=N2)C([H])([H])C(F)(F)F)=O)n1)[Cl],CHEMBL201602,7.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])n1c(c2c([H])c([H])c(c([H])c2[H])[Cl])c2c(C(N(C([H])([H])C([H])([H])O2)C([H])([H])C(C([H])([H])[H])(F)F)=O)n1)[Cl],CHEMBL484929,42.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])n1c2c([H])c([H])c([H])c(c2c([H])n1)N1C(N(C([H])([H])C(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H])=O)F,CHEMBL3797267,94.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])n1c2c([H])c([H])c([H])c(c2c([H])n1)N1C(N(C([H])([H])c2c([H])nc([H])c(C([H])([H])[H])n2)C([H])([H])C1([H])[H])=O)F,CHEMBL3798774,21.,Rattus norvegicus
[H]c1c([H])c([H])c(c2c([H])c([H])c(c([H])c2[H])C([H])([H])n2c(c(nc2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[Cl])C([H])([H])O[H])c(C2[N-]N=NN=2)c1[H],CHEMBL191,60.,Rattus norvegicus
[H]c1c([H])c([H])c2c(C(N3C([H])([H])c4c5c([H])c(c([H])c([H])c5n(c4C([H])([H])C3([H])[H])C([H])([H])C([O-])=O)F)=O)c([H])c([H])c([H])c2c1[H],CHEMBL2386081,44.,Rattus norvegicus
[H]c1c([H])c([H])c2c([H])c(c([H])c([H])c2c1[H])[C@@]1([H])C(=C(C([H])([H])[H])N([H])C(C1([H])[H])=O)C(N([H])c1c([H])c([H])c2c(c1[H])c([H])nn2[H])=O,CHEMBL441702,13.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])C([H])([H])N(C(N([H])c1c([H])c([H])c(c([H])c1[H])F)=O)[C@]2([H])c1c([H])c([H])c(c([H])c1[H])C(F)(F)F,CHEMBL2032210,57.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])[C@]([H])(C(N2C([H])([H])C(N([H])C([H])([H])C([H])([H])O[H])=O)=O)N([H])C(c1c([H])c2c([H])c(sc2n1[H])[Cl])=O,CHEMBL233035,12.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])[C@]([H])([C@]2([H])[C@@]([H])(C([O-])=O)C([H])([H])C([H])([H])OC([H])([H])[H])N([H])C(c1c([H])c2c(c(c(s2)[Cl])[Cl])n1[H])=O,CHEMBL1084328,65.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])C([H])([H])c1c([H])c(c([H])c([H])c1C([H])([H])[C@@]2([H])C([H])([H])C([O-])=O)OC([H])([H])C([H])([H])C([H])([H])N([H])c1c([H])c([H])c([H])c([H])n1,CHEMBL288493,100.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])[C@@]1(C([H])([H])C([H])([H])N(C1([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[N+]([H])([H])C1([H])[H])C([H])([H])N2C(c1c([H])c2c([H])c([H])c(c([H])c2n1[H])F)=O,CHEMBL1933550,11.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])[C@@]1(C([H])([H])C([H])([H])N(C1([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[N+]([H])([H])C1([H])[H])C([H])([H])N2C(c1c([H])c2c([H])c(c([H])c([H])c2n1[H])[Cl])=O,CHEMBL1933536,14.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])[C@@]1(C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c([H])c(c([H])n1)F)C([H])([H])[H])O[C@]2([H])c1c([H])c(c([H])c([H])n1)[Cl],CHEMBL1951470,7.8,Mus musculus
[H]c1c([H])c([H])c2c(c1[H])[C@]1(C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])c3c([H])c([H])c(c([H])n3)F)C([H])([H])C1([H])[H])O[C@]2([H])c1c([H])c(c([H])c(c1[H])[Cl])[Cl],CHEMBL1951457,22.,Mus musculus
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c(n2)N1C([H])([H])C([H])(C1([H])[H])Oc1c(C2([H])C([H])([H])C([H])([H])N(C(C([H])([H])[H])=O)C([H])([H])C2([H])[H])nc([H])c([H])n1,CHEMBL3356681,62.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])c([H])c(c1c3c(nc([H])c([H])n3c([C@@]3([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])N([H])C(C([H])([H])[H])=O)n1)N([H])[H])n2[H],CHEMBL1762110,54.,Mus musculus
[H]c1c([H])c([H])c2c(c1[H])c(c([H])n2[H])C([H])([H])C(N1C([H])([H])c2c3c([H])c(c([H])c([H])c3n(c2C([H])([H])C1([H])[H])C([H])([H])C([O-])=O)F)=O,CHEMBL2385902,2.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])c(c([H])s2)C([H])([H])[C@@]([H])(C([H])([H])Oc1c([H])c(c2c([H])c([H])c3c(c2[H])c(C([H])([H])[H])nn3[H])c([H])nc1[H])[N+]([H])([H])[H],CHEMBL263510,4.2,Mus musculus
[H]c1c([H])c([H])c2c(c1[H])c(c1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])n12)N(C([C@@]([H])(c1c([H])c([H])c(c([H])c1[H])F)C([H])([H])[H])=O)C([H])([H])[H])C([H])([H])C([O-])=O,CHEMBL1778387,73.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c(c([H])c1n2[H])N([H])C(C([H])([H])c1c([H])c([H])c(c([H])c1[H])c1c([H])c([H])nc(c1[H])C([H])([H])[H])=O,CHEMBL3759008,30.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])c1c3c(C(N([H])C3([H])[H])=O)c3c4c([H])c([H])c(c([H])c4C([H])([H])C([H])([H])c3c1n2C([H])([H])C([H])([H])O[H])OC([H])([H])[H],CHEMBL460989,57.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(C(N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]([H])(C(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])=O)C([H])([H])[N+]([H])([H])C1([H])[H])=O)n2[H],CHEMBL4125900,8.2,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(C(N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]([H])(C([H])([H])[N+]([H])([H])C1([H])[H])C([H])([H])O[H])=O)n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],CHEMBL4130200,9.6,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(C(c1c([H])c([H])c(c([H])c1[H])Oc1c(nc([H])c([H])n1)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=O)n2[H],CHEMBL3086091,10.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(C1=C(N=C(N([H])C1=O)N1C([H])([H])C([H])([H])C1([H])[H])N([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])O[H])[C@]([H])([C@@]1([H])O[H])O[H])s2,CHEMBL3622513,4.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(C1=C(N=C([N-]C1=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])N([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[N+]([H])([H])C1([H])[H])s2,CHEMBL3622530,42.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(C1=C(N=C([N-]C1=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])N([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[N+]([H])([H])C1([H])[H])O[H])s2,CHEMBL3622525,2.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc([N-]C(C1=C(C([H])([H])[H])N([H])C(N([H])[C@@]1([H])c1c([H])c([H])c(c([H])c1[H])C(F)(F)F)=S)=O)s2,CHEMBL3414821,50.6,Rattus norvegicus
[H]c1c([H])c([H])c2c(c1[H])nc(c1c([H])c(c3c([H])nn(c3[H])C3([H])C([H])([H])C([H])([H])N(C(C([H])([H])[H])=O)C([H])([H])C3([H])[H])c([H])nc1N([H])[H])o2,CHEMBL1171941,47.,Rattus norvegicus
[H]c1c([H])c([H])nc(C#Cc2c([H])c(C(N3C([H])([H])C([H])([H])N(c4c([H])c([H])c([H])c([H])n4)C([H])([H])C3([H])[H])=O)c([H])c([H])c2OC([H])([H])[H])c1[H],CHEMBL1645019,20.,Mus musculus
[H]c1c([H])c([H])nc(c1C#N)N([H])[C@]1([H])C([H])([H])C([H])([H])N(C(=O)O[C@@]2([H])[C@@]3([H])C([H])([H])[C@]4([H])C([H])([H])[C@](C(N([H])[H])=O)(C3([H])[H])C([H])([H])[C@@]2([H])C4([H])[H])C1([H])[H],CHEMBL1269895,42.,Rattus norvegicus
[H]c1c([H])c([H])nc(c1[H])S([C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])N2C(N([H])c1c([H])c([H])c(c([H])c1[H])C(F)(F)F)=O)(=O)=O,CHEMBL2308139,54.,Rattus norvegicus
[H]c1c([H])c([H])nc(c1[H])c1c([H])sc(n1)N([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])C1([H])[H])C([H])([H])N(C(=O)O2)c1c([H])c([H])c([H])c([H])n1,CHEMBL1258110,35.,Rattus norvegicus
[H]c1c([H])c([H])nc2c1[C@@]([H])(c1c([H])c(c([H])c([H])n1)[Cl])O[C@@]21C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c([H])c(c([H])n1)F)C([H])([H])[H],CHEMBL1951472,2.6,Mus musculus
[H]c1c([H])c([H])nc2c1[C@@]1(C([H])([H])C(N2C([H])([H])C([H])([H])[H])=O)C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])N(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],CHEMBL2407174,2.6,Rattus norvegicus
[H]c1c([H])c(c(C(N([H])C([H])([H])C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])O[H])=O)c([H])c1c1c([H])c(C([H])([H])[H])n(C([H])([H])[C@]([H])(C([H])([H])[N+]([H])([H])[H])O[H])n1)[Cl],CHEMBL1824026,9.,Rattus norvegicus
[H]c1c([H])c(c(C(N([H])c2c([H])c([H])c([H])nc2[H])=O)c([H])c1c1c([H])nn(c1[H])C([H])([H])[H])OC([H])([H])c1c([H])c([H])c(c([H])c1[H])F,CHEMBL4071631,10.,Mus musculus
[H]c1c([H])c(c(C2=NN(C(C([H])([H])[H])=O)[C@]3(c4c([H])c(c([H])c(c4OC([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])F)F)S2)c([H])c1F)F,CHEMBL3403390,44.,Rattus norvegicus
[H]c1c([H])c(c(C2=NN(C(C([H])([H])[H])=O)[C@]3(c4c([H])c(c(c([H])c4OC([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])F)F)S2)c([H])c1F)F,CHEMBL3403391,64.,Rattus norvegicus
[H]c1c([H])c(c([H])c(C#Cc2c([H])c(c([H])c([H])c2OC([H])([H])C([O-])=O)[Cl])c1C([H])([H])[H])S(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(=O)=O,CHEMBL1917607,48.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])S(N1c2c(c(c([H])c([H])c2N([H])c2c(c([H])c([H])c([H])n2)C1([H])[H])C([H])([H])[H])C([H])([H])[H])(=O)=O,CHEMBL2179482,1.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])S([N-]c1c([H])c([H])c(c([H])c1C(c1c([H])c([H])[n+](c([H])c1[H])[O-])=O)[Cl])(=O)=O,CHEMBL2178578,22.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1C(F)(F)F)N([H])C(N1C([H])([H])C([H])([H])N(c2c(c([H])c([H])c([H])n2)C(F)(F)F)C([H])([H])[C@@]1([H])C([H])([H])[H])=O,CHEMBL214607,27.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(F)(F)F)Oc1c([H])c([H])c(c([H])c1[H])S(C1(C(N([H])O[H])=O)C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])(=O)=O,CHEMBL1229868,33.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(F)(F)F)Oc1c([H])c([H])c(c([H])c1[H])S(C1(C(N([H])O[H])=O)C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H])(=O)=O,CHEMBL1801425,12.4,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(F)(F)F)[C@@]1([H])C(=C(C([H])([H])[H])N([H])C(C1([H])[H])=O)C(N([H])c1c([H])c([H])c2c(c1[H])c([H])nn2[H])=O,CHEMBL218719,22.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])[H])=O)OC([H])([H])c1c([H])c2c([H])nc(C#N)nc2n1C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],CHEMBL481128,21.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])[H])=[N+]([H])[H])N1C(C2(C([H])([H])C([H])([H])N(C(N([H])C([H])([H])C([H])([H])C([O-])=O)=O)C([H])([H])C2([H])[H])N(C1=O)C([H])([H])[H])=O,CHEMBL65344,2.42,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N([H])c1c([H])c([H])c(c([H])c1C(N([H])c1c([H])c([H])c(c([H])n1)[Cl])=O)[Cl])=O)C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL369086,100.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C(N1C([H])([H])C([H])([H])N2C(c3c([H])c([H])[n+](c([H])c3[C@@]12c1c([H])c([H])c(c([H])c1[H])[Cl])[O-])=O)=O)F,CHEMBL3393515,89.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])S(n1c([H])c(c2c([H])c(c([H])c([H])c12)F)C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])(=O)=O,CHEMBL4093699,91.4,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])C([H])([H])c1n([H])c([H])c(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[n+]1[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])c1nc([H])nn1[H],CHEMBL1088411,4.8,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])C([H])([H])c1n([H])c([H])c(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[n+]1[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])c1nnnn1[H],CHEMBL1088410,4.9,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N(C([C@@]1([H])C([H])([H])C([H])([H])C([H])([H])N1C(N([H])c1c([H])c([H])c(c([H])c1[H])C(F)(F)F)=O)=O)C([H])([H])[H])[Cl],CHEMBL514611,45.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N([H])C(C1=C(C(N(C([C@]2([H])C([H])([H])N(C(C([H])([H])[H])=O)C([H])([H])C([H])([H])N2C([H])([H])[H])=N1)C([H])([H])[H])=O)[O-])=O)F,CHEMBL394786,17.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N([H])C(C1=C(C(N(C([C@]2([H])C([H])([H])[C@@]([H])(C([H])([H])N2C(=O)OC([H])([H])[H])F)=N1)C([H])([H])[H])=O)O[H])=O)F,CHEMBL1223470,44.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N([H])C(c1c([H])nn2c1N([H])[C@@]([H])(c1c([H])c([H])c(c([H])n1)C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])(F)F)=O)F,CHEMBL2386380,53.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N([H])C(c1c(c2c(c([H])c([H])c([H])n2)c(n1)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])S1(=O)=O)[O-])=O)F,CHEMBL414850,41.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N1C([H])([H])C([H])([H])N(C(c2c([H])c(c3c([H])sc(n3)N([H])C([H])([H])[H])nc([H])c2[Cl])=O)C([H])([H])C1([H])[H])[Cl],CHEMBL4088706,21.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N1C(c2c(c(c3c([H])c([H])c([H])nc3c2[O-])N2C([H])([H])C([H])([H])C([H])([H])S2(=O)=O)C1([H])[H])=O)F,CHEMBL254524,4.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@](C([H])([H])C(N([H])c2c([H])c([H])c3c(c2[H])OC(N3[H])=O)=O)(C([H])([H])C1([H])[H])O[H])OC([H])([H])[H],CHEMBL4095807,16.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])[N@@+]1([H])C([H])([H])C([H])([H])N(C(C([H])([H])Oc2c([H])c([H])c(c([H])c2N([H])C(N([H])[H])=O)[Cl])=O)[C@]([H])(C([H])([H])[H])C1([H])[H])F,CHEMBL535607,100.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])c1c([H])c(c([H])c([H])c1[Cl])[C@]12[C@@]([H])([C@]([H])([C@@]([H])([C@](C([H])([H])O[H])(C([H])([H])O1)O2)O[H])O[H])O[H])OC([H])([H])C([H])([H])[H],CHEMBL1770248,69.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([O-])=O)c1c([H])c([H])c2c(c1[H])C([H])([H])[C@]([H])(C([H])([H])C2([H])[H])[N+]([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c(c([H])c1[H])[Cl])O[H],CHEMBL514102,63.4,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1N([H])C([C@]1([H])C([H])([H])C([H])([H])C([H])([H])[N+]1([H])[H])=O)Oc1c([H])c([H])c2c(c1[H])c(C#N)c([H])n2C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL3422651,42.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1N1C([H])([H])C([H])([H])N(C([C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(N([H])C2(C#N)C([H])([H])C2([H])[H])=O)=O)C([H])([H])C1([H])[H])OC([H])([H])[H],CHEMBL2171992,3.5,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1N1C([H])([H])C([H])([H])N(C([H])([H])[C@]1([H])C#CC([H])([H])[H])S(c1c([H])c([H])c(nc1[H])N([H])[H])(=O)=O)S(N([H])C([H])([H])[H])(=O)=O,CHEMBL3237993,1.5,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1OC(F)(F)F)S(N([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C1([H])[H])[C@@]([H])(C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)[N+]([H])([H])[H])(=O)=O,CHEMBL23979,38.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1OC(F)(F)F)S(N([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C1([H])[H])[C@@]([H])(C(N1C([H])([H])C([H])([H])SC1([H])[H])=O)[N+]([H])([H])[H])(=O)=O,CHEMBL25211,85.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1Oc1c([H])c(C(N([H])c2nc([H])c([H])s2)=O)c([H])c(c1[H])O[C@@]([H])(C([H])([H])[H])C([H])([H])O[H])S(C([H])([H])[H])(=O)=O,CHEMBL561652,86.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1Oc1c([H])c(C(N([H])c2nc(c([H])s2)C([H])([H])[H])=O)c([H])c(c1[H])OC([H])(C([H])([H])[H])C([H])([H])[H])S(C([H])([H])[H])(=O)=O,CHEMBL484019,40.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1Oc1c([H])nc2c(C(N(C(C([H])([H])[H])=N2)C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])=O)n1)F,CHEMBL1957004,33.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1[C@@](C([H])([H])[H])(C(F)(F)F)O[H])S(N1C([H])([H])C([H])([H])N(C([H])([H])C2(C(N([H])[H])=O)C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[H])(=O)=O,CHEMBL460962,41.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1[C@@]([H])(C(F)(F)F)N([H])[C@]([H])(C(N([H])C1(C#N)C([H])([H])C1([H])[H])=O)C([H])([H])S(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(=O)=O)F,CHEMBL399063,5.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1[C@@]([H])(C(F)(F)F)N([H])[C@]([H])(C(N([H])C1(C#N)C([H])([H])C1([H])[H])=O)C([H])([H])S(C([H])([H])C1([H])C([H])([H])C1([H])[H])(=O)=O)F,CHEMBL251327,40.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C1([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O[H])N1C(c2c(nc([H])nc2OC([H])([H])C1([H])[H])N([H])[H])=O,CHEMBL2414668,100.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1[C@]([H])(C([H])([H])C([H])([H])O[H])N([H])C(C1(C([H])([H])C([H])([H])N(c2c3c([H])c([H])n([H])c3nc([H])n2)C([H])([H])C1([H])[H])N([H])[H])=O)[Cl],CHEMBL2325741,13.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(C([H])([H])[H])nc([H])o1)C([H])([H])C(N([H])[C@@]([H])(c1c([H])c([H])c(c([H])n1)OC([H])([H])C(F)(F)F)C([H])([H])[H])=O,CHEMBL2151145,100.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(N([H])c2c([H])c([H])c(c([H])c2[H])C([H])([H])[H])n2c(C([H])([H])N(C(C(C([H])([H])[H])(C([H])([H])[H])[N+]([H])([H])[H])=O)C([H])([H])C2([H])[H])n1)F,CHEMBL1800770,57.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c(N([H])c2c([H])c([H])c(c([H])c2[H])F)n2c(C(C([H])([H])[H])(C([H])([H])[H])N(C(C([H])([H])N([H])[H])=O)C([H])([H])C2([H])[H])[n+]1[H])F,CHEMBL2058833,20.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(N([H])c2c([H])c([H])c(c([H])c2[H])F)n2c(C([H])([H])N(C(C(C([H])([H])[H])(C([H])([H])[H])[N+]([H])([H])[H])=O)C([H])([H])C2([H])[H])n1)F,CHEMBL1800137,87.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c(N([H])C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])C([H])([H])N(C(C([H])([H])[H])=O)C([H])([H])C2([H])[H])=O)n([H])n1)OC([H])([H])[H],CHEMBL2086582,12.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c([H])c(c2c1c(no2)N([H])[H])OC([H])([H])[H])N([H])C(N([H])c1c([H])c(c([H])c([H])c1F)C([H])([H])[H])=O,CHEMBL270084,34.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c([H])c2nc([H])nn2c1[H])[C@]([H])(C(N(C([H])([H])[H])C([H])([H])[H])=O)[C@@]([H])(C(N1C([H])([H])C([H])(C1([H])[H])F)=O)N([H])[H],CHEMBL210974,37.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c([H])c2nc([H])nn2c1[H])[C@]([H])(C(N(C([H])([H])[H])C([H])([H])[H])=O)[C@@]([H])(C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=O)N([H])[H],CHEMBL378048,46.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c([H])nc([H])c2c([H])c([H])c(C(N3C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])=O)nc12)c1c([H])nn(c1[H])C([H])([H])[H],CHEMBL3827673,8.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c([H])oc([H])n1)C([H])([H])c1c([H])c2C(N(C([H])([H])c2c([H])c1C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])OC([H])([H])[C@]1([H])O[H])=O,CHEMBL4067722,91.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(c(C(N([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])=O)nn1c1c([H])c([H])c(c([H])c1[Cl])[Cl])C([H])([H])[H])[Cl],CHEMBL111,12.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(c(C(N([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C2([H])[H])O[H])=O)no1)C([H])([H])[N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(F)(F)F,CHEMBL1761688,20.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(c(c([H])nc1[H])[Cl])N1C([H])([H])C([H])([H])C2(C(N([H])C([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL3408192,6.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1c1c(c(c([H])nc1[H])[Cl])N1C([H])([H])C([H])([H])C2(C(N([H])C([H])([H])C2([H])[H])=O)C([H])([H])C1([H])[H])c1c([H])nn(c1[H])C([H])([H])[H],CHEMBL3408213,54.,Mus musculus
