canonical_smiles,molecule_chembl_id,F,target_pref_name
C[C@]1(C(=O)O)CCCC[C@@H]1Nc1nc(-c2c[nH]c3ncc(Cl)cc23)ncc1F,CHEMBL3318001,82.0,Rattus norvegicus
CC1(n2nnc3cnc4[nH]ccc4c32)CCN(S(C)(=O)=O)CC1,CHEMBL2392493,82.0,Rattus norvegicus
C[C@H]1Cn2c(nnc2-c2cccnc2)C(=O)N1Cc1cccc(C(F)(F)F)c1Cl,CHEMBL3663254,82.0,Rattus norvegicus
C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@H](C)F)n1)c1cn(-c2ccc(C(F)F)cc2)cn1,CHEMBL3909586,82.0,Rattus norvegicus
CC[C@@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(C)nc1,CHEMBL2037498,82.0,Rattus norvegicus
Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,CHEMBL2397415,82.0,Rattus norvegicus
COC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,CHEMBL232104,82.0,Rattus norvegicus
COc1cc(Nc2c(C(N)=O)cnc3c(C)cc(S(C)(=O)=O)cc23)ccc1F,CHEMBL473764,82.0,Rattus norvegicus
Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,CHEMBL2171014,82.0,Rattus norvegicus
Cc1nc(NCC(F)(F)F)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1.Cl,CHEMBL2018182,82.0,Rattus norvegicus
COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,CHEMBL1771212,82.2,Rattus norvegicus
O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1OC1CCCCC1,CHEMBL488224,82.5,Rattus norvegicus
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,CHEMBL509032,82.6,Mus musculus
NCCCC(N)(C(=O)O)C(F)F,CHEMBL830,82.7,Rattus norvegicus
O=C(O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O,CHEMBL3900684,82.8,Rattus norvegicus
C[C@@H](COc1cnc(-c2ccc(Oc3cccc(OCC4CC4)c3)cc2)o1)NC(N)=O,CHEMBL4073202,82.9,Mus musculus
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(CCCC(=O)O)C4)no2)cc1Cl,CHEMBL3359844,83.0,Rattus norvegicus
CCOc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL1215197,83.0,Rattus norvegicus
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(F)cc2c1=O,CHEMBL425483,83.0,Rattus norvegicus
CC[C@H](CC(=O)O)c1ccnc(OCc2ccc(-c3cc(OC)ncc3F)c([C@@H]3CCCC3(C)C)c2)c1,CHEMBL3265145,83.0,Rattus norvegicus
Cn1cc(-c2cc3cnc(Nc4ccc(-c5cncn5C)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1,CHEMBL3109945,83.0,Mus musculus
CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1NC(CC)CC,CHEMBL1806728,83.0,Rattus norvegicus
O=C(CN1CCN(c2cccc3c2cnn3-c2ccccc2F)C1=O)N1CC[C@H](F)C1,CHEMBL3798228,83.0,Rattus norvegicus
CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1NC(CC)CC,CHEMBL1806728,83.0,Rattus norvegicus
CS(=O)(=O)O.C[C@@H](Oc1c(N)ncc2c(C3=CCN(C(N)=O)CC3)coc12)c1c(Cl)ccc(F)c1Cl,CHEMBL2403912,83.0,Mus musculus
COc1ccc(F)c(-c2ccc(Cc3ccc(N4C[C@H](C(F)(F)F)C[C@@H]4CC(=O)O)cc3)c(C)c2)c1,CHEMBL4083365,83.0,Mus musculus
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,CHEMBL1645462,83.0,Mus musculus
COc1cc(OC(F)F)cc2c1nc(C)c1c(C)nc(-c3cccnc3C)n12,CHEMBL1916129,83.0,Rattus norvegicus
CC(C)C1(c2ccc(-c3ccc4ccccc4c3)[nH]c2=O)OC(=O)NC1=O,CHEMBL1770317,83.0,Rattus norvegicus
C[C@@H](CO)NS(=O)(=O)c1ccc(-c2ccnc3[nH]c(C(F)(F)F)cc23)cc1,CHEMBL2164427,83.0,Rattus norvegicus
Cc1ccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)o1,CHEMBL2377239,83.0,Rattus norvegicus
Cc1ccc(C(=O)c2c(-c3ccccc3)n(C)n(-c3ccccc3)c2=O)c(N)c1-c1ccc2nc(C(F)(F)F)sc2c1,CHEMBL3407861,83.0,Rattus norvegicus
CC(=O)Nc1ccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(C)c(C)cc43)cc2)cc1,CHEMBL449192,83.0,Rattus norvegicus
Nc1ncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1,CHEMBL2017977,83.0,Rattus norvegicus
COc1cc(N2CCC(CN3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,CHEMBL2047971,83.0,Mus musculus
CN[C@@H](CC(C)C)C(=O)N[C@H]1CC[C@@H]2CN(c3ccc(C(F)(F)F)cc3)C[C@@H]21,CHEMBL2414771,83.0,Rattus norvegicus
C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O,CHEMBL1829768,83.0,Rattus norvegicus
COc1ccccc1C(=O)/C=C/c1ncccc1C(F)(F)F,CHEMBL3605321,83.0,Mus musculus
N#Cc1ccc(C(O)(c2cocn2)C(F)(F)F)cc1C(F)(F)F,CHEMBL3818224,83.0,Rattus norvegicus
CC(C)C(=O)N1CCC(c2cn(C)c3ncc(NC(=O)c4cccc(C#N)c4)c(C(F)(F)F)c23)CC1,CHEMBL4278903,83.0,Rattus norvegicus
CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,CHEMBL1084926,83.0,Rattus norvegicus
CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,CHEMBL1084926,83.0,Rattus norvegicus
COc1cc(/C=C/C(=O)N2C3CCC2CN(Cc2ccc(F)cc2)C3)c(NC(C)=O)cc1Cl,CHEMBL372807,83.0,Rattus norvegicus
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,CHEMBL1829335,83.0,Rattus norvegicus
Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL1555,83.0,Rattus norvegicus
COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1,CHEMBL531475,83.0,Rattus norvegicus
CCCSc1nc(N2CCOCC2)ncc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,CHEMBL2158471,83.0,Rattus norvegicus
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@@H]1C,CHEMBL3623291,83.0,Rattus norvegicus
C[C@](O)(c1ccc(C(=O)N(C2CC2)[C@H]2CC[C@H](CCC#N)CC2)cc1)C(F)(F)F,CHEMBL512355,83.0,Rattus norvegicus
Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Nc1ncccc1-c1ccncn1,CHEMBL565884,83.0,Rattus norvegicus
COCCCc1ccc2oc(-c3ccc(OC)c(OC)c3)cc2c1,CHEMBL4066961,83.3,Mus musculus
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,CHEMBL1278118,83.4,Rattus norvegicus
O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1,CHEMBL3301604,83.4,Mus musculus
O=C(/C=C/CNC1CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL3622666,83.47,Rattus norvegicus
CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CC(=O)NC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)NCC(N)=O)C(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)CNC1=O,CHEMBL4211248,83.5,Mus musculus
N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)nc1,CHEMBL390513,83.9,Rattus norvegicus
CN1CCOCC1c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C.Cl,CHEMBL538587,84.0,Rattus norvegicus
NC(=O)c1c(Oc2ccc(F)c(NS(N)(=O)=O)c2)cc(F)c(F)c1Nc1ccc(I)cc1F,CHEMBL3746559,84.0,Rattus norvegicus
O=C(O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,CHEMBL1079256,84.0,Rattus norvegicus
O=C(O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2)c1,CHEMBL217053,84.0,Rattus norvegicus
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,CHEMBL1683074,84.0,Rattus norvegicus
CSc1sc(-c2cc[nH]n2)c2c1C(=O)N[C@@H](c1ccccc1)C2,CHEMBL3800284,84.0,Rattus norvegicus
CCS(=O)(=O)c1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,CHEMBL4075757,84.0,Mus musculus
CN1CC[C@@H](N2C(=O)S/C(=C\c3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)[C@H](F)C1,CHEMBL4174856,84.0,Rattus norvegicus
Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,CHEMBL561932,84.0,Rattus norvegicus
O=C1CN(c2cccc3c2cnn3-c2ccccc2F)CCN1CC(=O)N1CC[C@H](F)C1,CHEMBL3798039,84.0,Rattus norvegicus
COc1ccc2c(c1)CCN(C(=O)CCCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1,CHEMBL4214337,84.0,Mus musculus
COCCOc1ncc(C(=O)N[C@@H]2CCCC[C@H]2O)cc1-c1ccc(Cl)cc1,CHEMBL3109772,84.0,Rattus norvegicus
CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735281,84.0,Rattus norvegicus
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(F)c4)c3)cc12,CHEMBL229917,84.0,Mus musculus
Cc1cccc(C(=O)NCN2CCC(c3cccc[n+]3[O-])CC2)c1,CHEMBL219182,84.0,Rattus norvegicus
CCOc1c(Cl)cc(C(=O)Nc2ccc(C(=O)O)c(C)c2)cc1OC(C)C,CHEMBL4202767,84.0,Mus musculus
CC(C)CCNc1ccc(-c2cnc3ccc(NC4CCN(C)CC4)nn23)cn1,CHEMBL2380687,84.0,Mus musculus
C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)CCC(=O)O,CHEMBL3958704,84.0,Mus musculus
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C2CC21,CHEMBL3623287,84.0,Rattus norvegicus
CCCN1C(=O)N2C[C@@H](CC)N=C2c2[nH]c(C34CCC(O)(CC3)CC4)nc21.Cl,CHEMBL557980,84.0,Rattus norvegicus
Cc1ncc(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)c(C(C)(C)C)n1,CHEMBL2158473,84.0,Rattus norvegicus
CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,CHEMBL1829173,84.0,Rattus norvegicus
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(C)nc1C,CHEMBL2037510,84.0,Rattus norvegicus
C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12.Cl.Cl,CHEMBL4128835,84.2,Rattus norvegicus
Cc1nc(-c2ccc3c(c2)c(C#N)cn3C(C)C)sc1C(=O)O,CHEMBL3402696,84.31,Rattus norvegicus
CS(=O)(=O)c1ccc(Cl)cc1Cn1cc(Cl)cc(C(N)=O)c1=N,CHEMBL3799553,84.5,Rattus norvegicus
CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL3357641,84.7,Mus musculus
COc1ccc(C(=O)[O-])cc1-c1cccc(COc2ccc3c(c2)CN(C2CCCC2)C3=O)c1.[Na+],CHEMBL2179622,84.8,Rattus norvegicus
C[C@@H]1C(=O)NN=C2COc3cc(C(F)(F)F)c(NC4CNC4)cc3N21,CHEMBL3356474,85.0,Mus musculus
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,CHEMBL4159395,85.0,Rattus norvegicus
C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,CHEMBL385587,85.0,Rattus norvegicus
N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccc(F)cc2c1=O.O=C(O)C(F)(F)F,CHEMBL390578,85.0,Rattus norvegicus
O=C(/C=C1\CC(C(=O)[O-])Nc2cc(Cl)ccc21)Nc1ccccc1.[Na+],CHEMBL231730,85.0,Rattus norvegicus
C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL237336,85.0,Rattus norvegicus
CNC(C)(C)c1nc2c(C(N)=O)cccc2[nH]1,CHEMBL481081,85.0,Mus musculus
CC(C)(O)Cc1ccc2c(c1)c1cc(OCCCC(F)(F)F)ccc1c1nc(-c3c(C#N)cccc3C#N)[nH]c21,CHEMBL567493,85.0,Rattus norvegicus
COc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1C#Cc1ccccn1,CHEMBL1645019,85.0,Rattus norvegicus
O=C(NCc1nc2cccnc2n1C1(c2ccccc2)CC1)[C@@H](Cc1c(F)ccc(F)c1F)NC(=O)C1(C(F)(F)F)CC1,CHEMBL403809,85.0,Rattus norvegicus
C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL237336,85.0,Rattus norvegicus
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,CHEMBL2018969,85.0,Rattus norvegicus
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,CHEMBL4085457,85.0,Rattus norvegicus
Cc1c(Oc2cnc(C(=O)NC(C)CO)cn2)ccc2c1B(O)OC2,CHEMBL4084025,85.0,Mus musculus
N#CC[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1,CHEMBL2414667,85.0,Rattus norvegicus
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cncnc1,CHEMBL1784626,85.0,Rattus norvegicus
CC1(C)CC(NC(=O)CCO)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,CHEMBL1083025,85.0,Rattus norvegicus
CC[S+]([O-])c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,CHEMBL574159,85.0,Rattus norvegicus
CC(C)CC(C(=O)NCC#N)c1cccc(-c2cccc(-c3csc(N4CCNCC4)n3)c2)c1,CHEMBL212907,85.0,Rattus norvegicus
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,CHEMBL25211,85.0,Rattus norvegicus
COc1c(CN2CC3(CC(N4CCC(C)(C(=O)O)CC4)=NO3)C2)cc(C2CC2)c(-c2ccc(F)cc2)c1Cl,CHEMBL4077605,85.0,Mus musculus
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,CHEMBL418899,85.0,Mus musculus
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2.Cl,CHEMBL561564,85.0,Mus musculus
O=C(O)c1ccc(N2CC3(CCN(Cc4cc(C(F)(F)F)ccc4C4CC4)CC3)OC2=O)cc1,CHEMBL4289325,85.0,Rattus norvegicus
CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,CHEMBL1688861,85.0,Mus musculus
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CHEMBL121,85.0,Rattus norvegicus
CCCCC12CCC(=O)C(CC)=C1c1ccc3[nH]nnc3c1C2,CHEMBL212989,85.0,Rattus norvegicus
NC(=S)n1nc(-c2ccc([N+](=O)[O-])cc2)c(CCc2cccc(Cl)c2)c1O,CHEMBL3764253,85.0,Mus musculus
O=C(NO)c1ccc(-c2ccn(CCNCc3ccc4c(c3)OCO4)n2)s1,CHEMBL217716,85.0,Mus musculus
Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,CHEMBL4277264,85.0,Rattus norvegicus
CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21,CHEMBL4067927,85.0,Rattus norvegicus
Clc1ccc(Oc2ccc(OC[C@H]3CCCN3)cc2)cc1,CHEMBL566225,85.0,Mus musculus
Cc1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CHEMBL243001,85.0,Rattus norvegicus
O=C(O)CCN1CCc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1,CHEMBL3622993,85.0,Rattus norvegicus
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,CHEMBL1079481,85.0,Rattus norvegicus
CC(C)[C@H](N)C(=O)O[C@H]1[C@@H](F)[C@H](n2ccc(N)nc2=O)O[C@@]1(CO)CCl.Cl,CHEMBL3417266,85.5,Rattus norvegicus
O=C(NC[C@H]1CN(c2ccc(C3CC[S+]([O-])CC3)c(F)c2)C(=O)O1)C(F)F,CHEMBL134320,85.7,Rattus norvegicus
Br.Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,CHEMBL2147708,85.9,Rattus norvegicus
N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,CHEMBL1215331,86.0,Rattus norvegicus
C[C@H]1CNCCc2ccc(Cl)cc21,CHEMBL360328,86.0,Rattus norvegicus
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,CHEMBL169186,86.0,Rattus norvegicus
CC(C)C1(c2cc(Cl)c(-c3ccc4ccccc4c3)[nH]c2=O)OC(=O)NC1=O,CHEMBL1770335,86.0,Rattus norvegicus
O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1,CHEMBL3353597,86.0,Rattus norvegicus
NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,CHEMBL2325741,86.0,Mus musculus
CC(C)N(Cc1cnc[nH]1)c1ccc(Cl)cc1,CHEMBL2206375,86.0,Mus musculus
CN1C[C@@H]2C[C@H]1CN2Cc1nc2c(oc3ccc(Br)cc32)c(=O)[nH]1,CHEMBL2035635,86.0,Rattus norvegicus
COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O,CHEMBL3633460,86.0,Rattus norvegicus
COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC(F)F)nc2C)c1=O,CHEMBL574852,86.0,Rattus norvegicus
COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,CHEMBL2011441,86.0,Mus musculus
COc1ccc(-c2ccc(S[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(C)c2)cn1,CHEMBL4240199,86.0,Mus musculus
Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,CHEMBL436137,86.0,Mus musculus
CCc1cc(NC[C@@H](O)CO)nc(-c2cc(F)c(Cl)cc2F)n1,CHEMBL2069560,86.0,Mus musculus
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(/C=C/CN2CCN(C(C)C)CC2)cc1,CHEMBL3675746,86.0,Rattus norvegicus
COc1cccc2c1O[C@@H](c1ccc(OCCCN3CCCC3)cc1)[C@H](C)S2(=O)=O,CHEMBL560386,86.0,Rattus norvegicus
C[C@H](c1cccc(C#N)c1)n1cc(Cl)cc(C(N)=O)c1=N,CHEMBL3799292,86.0,Rattus norvegicus
COc1cccc(N(C(=O)OC[C@H]2CC[C@H](COCC(=O)O)CC2)c2ccccc2)c1,CHEMBL3928729,86.0,Rattus norvegicus
Nc1ncc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccc(C(=O)N3CCOCC3)cc2F)cn1,CHEMBL3736206,86.0,Mus musculus
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,CHEMBL3775378,86.0,Rattus norvegicus
CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2OC(F)(F)F)NC(=O)c2ccc(F)cc2C(F)(F)F)CCc2ccccc21,CHEMBL248945,86.0,Rattus norvegicus
Cn1nnc(-c2c(F)cc(Cl)cc2-c2cnc(CNC(=O)N(O)C(CF)CF)c(F)c2)n1,CHEMBL599490,86.0,Rattus norvegicus
CCc1ccc(NS(=O)(=O)c2ccccn2)c(C(=O)O)c1C,CHEMBL230494,86.0,Mus musculus
Cc1ccc(NS(C)(=O)=O)c(C(=O)N2CCCC[C@H]2c2cc3nc(C)c(C)cn3n2)c1,CHEMBL3410431,86.0,Rattus norvegicus
N#Cc1ccc(C(O)(C2CC2)C(F)(F)F)cc1C(F)(F)F,CHEMBL3819048,86.0,Rattus norvegicus
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,CHEMBL3623001,86.0,Mus musculus
O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl,CHEMBL402311,86.0,Rattus norvegicus
C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,CHEMBL561652,86.0,Rattus norvegicus
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc([C@H](O)C(F)F)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CHEMBL599272,86.0,Rattus norvegicus
O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,CHEMBL207433,86.0,Rattus norvegicus
CS(=O)(=O)c1ccc2c(c1)CCC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2.Cl,CHEMBL1204399,86.0,Rattus norvegicus
N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,CHEMBL2387124,86.0,Rattus norvegicus
O=C(N[C@H]1CCC[C@H](CO)C1)C1CCN(c2nc3cc(Cl)c(-c4ccc(OC(F)(F)F)cc4)cc3o2)CC1,CHEMBL2391142,86.0,Rattus norvegicus
O=C(O)c1cc(-c2cccc(COc3ccc4c(=O)n(C5CCCC5)sc4c3)c2)ccc1Cl,CHEMBL1651219,86.0,Rattus norvegicus
COc1cnc(O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4CC4)C[C@H]3C3CC3)N(C(=O)[C@@H](NC(=O)O[C@H](C)C(F)(F)F)C3CCCCC3)C2)c2cc(Cl)ccc12,CHEMBL3933212,86.4,Rattus norvegicus
N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCCCC4)cc3)cc12,CHEMBL3582201,86.5,Mus musculus
NC(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccccc2)cc1,CHEMBL1951994,86.5,Mus musculus
CCO/N=C(/c1ccc(F)c(F)c1)c1ccc(CN2CCC3(CC2)OCc2cn(C)c(=O)cc23)cn1,CHEMBL585664,87.0,Rattus norvegicus
CCc1c(CCCC(=O)O)cccc1-c1nsc(-c2ccc(OC(C)C)c(C#N)c2)n1,CHEMBL2059517,87.0,Mus musculus
O=C(O)CCNC(=O)c1ccc(CN(c2ccc3c(c2)CCC3)c2nc(-c3ccc(OC(F)(F)F)cc3)cs2)cc1,CHEMBL446821,87.0,Rattus norvegicus
C[C@@H]1O[C@H](C)CN2c3c(cc4c(C(F)F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12,CHEMBL3357986,87.0,Rattus norvegicus
CC(C)Oc1ncc(-c2nc(-c3cccc4c3OCCNC4CCCC(=O)O)no2)cc1Cl,CHEMBL3359854,87.0,Rattus norvegicus
CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,CHEMBL3735401,87.0,Mus musculus
Cc1ccccc1NC1=NC(=O)C(C(C)C)S1,CHEMBL238095,87.0,Rattus norvegicus
Cc1cc(OC[C@@H]2CN(C)c3ccccc3O2)cc(C)c1C(=O)Nc1cc(C(C)(C)C(=O)O)ccc1Cl,CHEMBL1915863,87.0,Rattus norvegicus
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,CHEMBL119385,87.0,Mus musculus
CCNc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12,CHEMBL1835014,87.0,Rattus norvegicus
FC(F)(F)Oc1ccc(-c2nnc(CCCCc3ccc4cccnc4n3)o2)cc1Cl,CHEMBL2153595,87.0,Rattus norvegicus
NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,CHEMBL3606021,87.0,Rattus norvegicus
Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,CHEMBL2172000,87.0,Rattus norvegicus
